Customer_id,Age,Gender,Income,Credit_score,Credit_score_category,Loan_amount,Interest_rate,Loan_term,Loan_type,Repayment_status,Debit_income,Transaction_id,Transaction_amt,Transaction_type,Transaction_data,Transaction_month,Transaction_year,Transaction_freq,Product_id,Product_names,Interaction_type,Interaction_date,Interaction_month,Interaction_year
C038,19,Male,31709,634,Fair,35393,11.31,12,Education,1,1.1161815257497871,1d6d5d06-e034-4ec3-9edc-1e810cbc691f,3824,Withdrawal,2023-12-17,12,2023,1,P019,Home Improvement Loan,clicked,2024-09-23,9,2024
C0154,37,Female,46528,688,Good,158517,8.71,36,Business,0,3.406916265474553,1b555cbb-0d60-4835-a843-7942c231afbd,1248,Withdrawal,2024-07-03,7,2024,4,P036,International Investment,viewed,2024-03-30,3,2024
C0141,71,Female,118820,616,Fair,203809,3.39,60,Auto,0,1.7152752061942433,7691294b-5ce7-4d31-9d18-b9fc3a05e8d9,2268,Deposit,2022-12-25,12,2022,3,P003,Credit Card,purchased,2024-01-29,1,2024
C0190,28,Female,157001,549,Poor,138998,6.87,36,Auto,0,0.8853319405608882,141c0b51-6a6e-47de-aaaa-ed5567adeb6f,3864,Withdrawal,2023-09-11,9,2023,5,P038,Recurring Deposit,clicked,2023-08-27,8,2023
C055,26,Male,31223,566,Poor,36036,4.72,60,Education,0,1.15414918489575,f411581a-9aee-4f57-9ff0-cf25376d380d,2097,Withdrawal,2023-06-17,6,2023,5,P022,Short-Term Loan,viewed,2024-01-31,1,2024
C0188,50,Female,182326,825,Excellent,388900,11.39,12,Mortgage,1,2.1329925518028148,7e6ed6c8-57f0-441e-b4e1-543ce453b5f9,2276,Withdrawal,2023-10-18,10,2023,8,P028,Debt Consolidation Loan,purchased,2024-02-23,2,2024
C07,59,Female,89920,614,Fair,110761,11.39,60,Personal,0,1.23177268683274,598b6470-da1f-413b-be9d-c3f3a6275818,3067,Withdrawal,2024-09-12,9,2024,8,P034,Stock Investment,viewed,2024-07-26,7,2024
C0121,47,Male,106805,741,Excellent,279046,4.87,48,Education,0,2.6126679462571976,07f8bf13-f587-43a4-80b8-efbfe9156c47,4045,Deposit,2023-04-22,4,2023,9,P025,Medical Loan,purchased,2024-07-31,7,2024
C0142,22,Female,113686,615,Fair,247012,3.4,12,Auto,0,2.172756539943353,c785f6e9-efbc-45c9-914e-3c0d9f75cbd7,2144,Deposit,2024-01-18,1,2024,8,P044,Insurance Savings,clicked,2023-08-09,8,2023
C044,74,Male,75861,830,Excellent,325835,6.14,60,Personal,1,4.295158249957159,3ec9a424-19e9-47eb-b4c4-f783ce290011,2704,Withdrawal,2024-10-25,10,2024,8,P032,Education Savings Plan,purchased,2023-11-30,11,2023
C0172,72,Female,172598,426,Poor,108047,7.87,24,Personal,0,0.6260037775640506,ba9eb633-a28c-4d5b-b6be-fe1f0eb32ddd,3771,Withdrawal,2024-01-26,1,2024,5,P035,Real Estate Investment,purchased,2024-10-15,10,2024
C0200,44,Female,22744,514,Poor,10661,11.71,36,Education,1,0.4687390080900457,839192f7-f1e9-482a-9223-1683976fba1d,4540,Withdrawal,2024-02-14,2,2024,5,P022,Short-Term Loan,clicked,2024-09-10,9,2024
C0101,30,Male,157979,597,Fair,247635,10.12,48,Business,0,1.5675184676444338,2315e20d-6261-4f0f-9427-7be37c623510,154,Deposit,2023-11-02,11,2023,7,P040,Gold Investment,clicked,2024-06-17,6,2024
C0178,47,Male,117978,681,Good,276110,8.24,60,Education,0,2.3403515909745884,3d8e2afe-b49f-4d9c-9395-c684343355c3,844,Deposit,2023-11-17,11,2023,2,P007,Business Loan,clicked,2024-11-07,11,2024
C0167,54,Female,98648,312,Poor,95532,10.64,48,Mortgage,0,0.9684129429892142,af5aef56-7f15-4537-99fa-a9f7825398cb,2896,Deposit,2023-03-05,3,2023,8,P047,Healthcare Savings,purchased,2023-04-28,4,2023
C0194,56,Male,18790,404,Poor,13114,2.83,48,Business,1,0.697924427887174,bbe80076-f746-4f88-9a54-c45e541215b7,3627,Deposit,2024-05-09,5,2024,8,P021,Cash Credit,purchased,2024-12-03,12,2024
C093,40,Female,144820,795,Excellent,412895,9.74,48,Mortgage,0,2.8510910095290707,709e57a3-e29c-4696-904a-816ee85d84c7,2030,Withdrawal,2024-02-24,2,2024,5,P044,Insurance Savings,viewed,2023-03-17,3,2023
C0156,56,Female,166735,643,Fair,241857,8.48,24,Mortgage,0,1.450547275616997,3a86e078-a4cb-42a9-9e71-a5ba19da5cd4,1300,Withdrawal,2024-07-13,7,2024,7,P024,Travel Loan,viewed,2023-12-16,12,2023
C0178,35,Male,48459,461,Poor,86555,8.97,24,Business,1,1.7861491157473328,07b6f311-3274-4f68-a28d-c18f7a53e665,2101,Withdrawal,2024-11-23,11,2024,6,P045,Pension Plan,viewed,2024-07-21,7,2024
C09,45,Others,176299,512,Poor,102077,6.92,36,Personal,1,0.5789993136659879,cf1c1a86-40e9-435d-a31c-866d08581a53,105,Withdrawal,2023-09-20,9,2023,8,P005,Home Loan,viewed,2023-02-13,2,2023
C0169,71,Male,131528,830,Excellent,407651,5.57,36,Auto,0,3.099347667416824,c66ff17c-ae57-426f-9540-13b35bb86403,3603,Withdrawal,2024-02-09,2,2024,1,P006,Auto Loan,purchased,2023-05-18,5,2023
C0171,30,Male,169530,359,Poor,116717,3.7,48,Education,0,0.6884740163982775,849d0e3e-5f5c-4058-9140-3a00926dbd6d,1554,Deposit,2023-12-21,12,2023,5,P032,Education Savings Plan,clicked,2023-03-24,3,2023
C094,75,Female,56537,529,Poor,88351,5.17,36,Business,0,1.5627111449139501,52584b03-41c9-411b-8287-d1816ac31239,1454,Withdrawal,2024-03-09,3,2024,8,P033,Wealth Management,viewed,2024-10-23,10,2024
C0134,52,Female,47543,480,Poor,77849,3.13,48,Education,1,1.6374439980649096,444b62e4-7fb0-455b-bf86-3304f9b809df,996,Deposit,2024-02-19,2,2024,7,P043,Money Market Account,clicked,2024-09-15,9,2024
C0152,34,Male,22462,717,Good,56805,4.43,36,Personal,0,2.5289377615528448,41b3d9c1-6050-40fe-9809-a1f0c2058270,2369,Deposit,2023-10-11,10,2023,4,P019,Home Improvement Loan,clicked,2024-12-21,12,2024
C023,37,Others,43961,428,Poor,72585,2.89,12,Personal,1,1.6511225859284366,26c83138-59f2-4629-9ff3-4a181fbecaa5,4244,Withdrawal,2024-10-31,10,2024,2,P023,Long-Term Loan,clicked,2024-04-29,4,2024
C088,58,Others,94629,679,Good,190199,12.16,12,Auto,0,2.009944097475404,d5238cc7-c2e1-4b52-8f66-c7f2818e2d82,796,Deposit,2023-04-17,4,2023,4,P004,Personal Loan,viewed,2023-04-10,4,2023
C0188,51,Male,102853,817,Excellent,354238,10.08,60,Auto,0,3.4441192770264357,895e2d70-caae-47ab-9583-bb0b4616ea4b,1720,Deposit,2023-05-23,5,2023,5,P019,Home Improvement Loan,viewed,2024-03-25,3,2024
C0186,30,Male,180678,324,Poor,101015,7.63,60,Auto,0,0.5590885442610611,129191d2-038a-411f-87cf-a67ed88c831f,2142,Deposit,2024-09-03,9,2024,10,P049,Auto Insurance,viewed,2024-04-22,4,2024
C0161,18,Male,15251,482,Poor,18063,11.23,48,Mortgage,1,1.184381352042489,0aee2c75-4db4-49b9-b809-3ad796e61b97,3582,Deposit,2023-10-18,10,2023,8,P002,Checking Account,clicked,2023-06-28,6,2023
C020,65,Male,139241,528,Poor,113227,4.08,24,Education,0,0.8131728442053705,baca624f-3817-40ce-8a5f-e9da0b3bfff5,718,Withdrawal,2024-01-12,1,2024,3,P023,Long-Term Loan,clicked,2024-01-21,1,2024
C065,24,Others,133163,308,Poor,125451,2.3,36,Auto,0,0.9420860148840143,f2a795d1-9cea-4508-ae7e-74e941f8f58e,3248,Deposit,2024-09-22,9,2024,6,P024,Travel Loan,clicked,2024-03-21,3,2024
C052,38,Male,75158,618,Fair,101104,1.93,48,Business,0,1.3452194044546155,e8f33090-68d0-4f90-ba94-0e8b0beb973a,4656,Withdrawal,2024-11-14,11,2024,7,P014,Certificate of Deposit,viewed,2023-06-09,6,2023
C0200,40,Female,42842,587,Fair,113643,3.69,48,Personal,0,2.652607254563279,9b2e2dd2-b3b7-4330-bfec-f2ac05ff253c,453,Withdrawal,2024-08-07,8,2024,10,P030,Agricultural Loan,viewed,2024-05-16,5,2024
C016,24,Female,181125,337,Poor,125651,3.83,24,Business,0,0.6937253278122844,f30206a7-6ac4-40f3-959e-ca08eed1ddd1,1510,Withdrawal,2024-07-05,7,2024,8,P007,Business Loan,clicked,2023-07-14,7,2023
C071,43,Female,182657,652,Fair,329157,7.79,24,Mortgage,0,1.8020497435083243,f8fd2994-e65d-45ad-a6bc-991aad870282,3234,Withdrawal,2024-04-05,4,2024,4,P038,Recurring Deposit,clicked,2023-07-18,7,2023
C081,32,Female,120347,485,Poor,123408,11.0,48,Business,0,1.0254347844150664,0457ba35-9cac-484b-95a7-dd723bbb837e,1363,Deposit,2023-06-29,6,2023,10,P009,Investment Fund,purchased,2023-10-17,10,2023
C0105,27,Female,191968,378,Poor,127262,3.5,12,Auto,1,0.6629334055675946,0af5e6f3-981a-4188-a0c8-8ee5efddaf45,816,Withdrawal,2024-01-03,1,2024,1,P047,Healthcare Savings,purchased,2023-09-04,9,2023
C0144,54,Male,165552,517,Poor,147799,3.58,24,Personal,0,0.8927648110563449,52b65dca-0161-406e-b9c0-2d65b7ef4f9e,730,Deposit,2024-09-23,9,2024,1,P008,Student Loan,purchased,2023-03-30,3,2023
C060,47,Female,165159,775,Excellent,401935,7.99,36,Personal,0,2.433624567840687,967231d5-f17b-4c1f-938c-89ad507c43dd,4429,Deposit,2023-05-16,5,2023,2,P043,Money Market Account,viewed,2023-11-21,11,2023
C031,34,Male,108808,695,Good,348127,6.07,24,Auto,0,3.1994614366590692,04500a63-4c60-4fbb-b0de-509eff04174a,2898,Withdrawal,2023-05-08,5,2023,6,P023,Long-Term Loan,viewed,2023-05-27,5,2023
C077,50,Female,34544,436,Poor,11738,11.19,24,Auto,1,0.3397985178323298,72d266c7-5bb7-4328-b6bd-859dd466d480,4489,Withdrawal,2024-11-18,11,2024,7,P047,Healthcare Savings,clicked,2024-03-21,3,2024
C0113,71,Male,52452,609,Fair,129117,11.25,36,Auto,1,2.4616220544497827,b42e6d8b-b715-411e-aa2e-59b58d6e9ffb,1551,Deposit,2023-08-05,8,2023,5,P049,Auto Insurance,viewed,2023-02-05,2,2023
C0141,55,Others,132460,441,Poor,147791,7.24,36,Auto,0,1.1157406009361317,8783e1df-b1c9-44b5-a9b1-84fc174ab5d2,4490,Deposit,2024-07-04,7,2024,10,P015,Home Equity Line,viewed,2023-04-09,4,2023
C011,34,Female,125754,451,Poor,120172,5.45,60,Business,0,0.9556117499244556,41f60e71-de8f-46f8-98e4-a22b525f6c6c,1614,Withdrawal,2024-05-23,5,2024,5,P030,Agricultural Loan,viewed,2024-08-12,8,2024
C045,39,Female,99164,754,Excellent,206819,11.87,60,Auto,0,2.085625831955145,c6f8315f-33a4-4235-9a03-fc51246cac51,2642,Withdrawal,2024-10-17,10,2024,1,P012,Mutual Fund,clicked,2024-03-04,3,2024
C055,42,Male,66561,722,Good,179321,9.98,60,Business,1,2.694085124923003,94cacc9b-ebe5-4ad6-82ac-82b51bcb02d9,538,Withdrawal,2023-05-12,5,2023,4,P017,Business Credit Line,viewed,2023-08-06,8,2023
C060,29,Female,176808,356,Poor,102717,4.97,60,Mortgage,0,0.5809522193565902,7a7bc310-bd73-4d9c-8687-ba5892dd0c4b,2624,Deposit,2024-01-09,1,2024,9,P025,Medical Loan,purchased,2023-09-04,9,2023
C0120,31,Male,107398,367,Poor,135565,7.16,48,Auto,0,1.2622674537700889,ded43d0c-fb13-4c60-9788-4816f6fa93f2,4793,Deposit,2023-06-17,6,2023,2,P021,Cash Credit,purchased,2023-05-06,5,2023
C098,26,Male,129270,603,Fair,203864,12.06,60,Personal,0,1.5770403032412779,7fabe167-d4ea-4435-9d2b-431426f0934c,2159,Deposit,2024-04-30,4,2024,9,P012,Mutual Fund,purchased,2023-05-15,5,2023
C049,28,Male,188319,827,Excellent,485141,6.99,24,Mortgage,0,2.576165973693573,db91cbda-e82b-4d7b-ae15-e333da25a88c,2618,Deposit,2024-11-12,11,2024,3,P034,Stock Investment,purchased,2023-08-30,8,2023
C085,49,Male,96143,346,Poor,79187,11.62,12,Auto,0,0.8236377063332744,341863ed-36c1-4fc3-a4be-5c7118fcc476,266,Deposit,2024-04-29,4,2024,2,P018,Auto Refinance,clicked,2023-11-11,11,2023
C035,62,Male,122444,700,Good,283305,12.07,60,Business,0,2.3137515925647643,e23a0dfd-9e74-4987-bdb8-1691c6e5a10c,2073,Withdrawal,2024-07-02,7,2024,5,P002,Checking Account,purchased,2023-11-13,11,2023
C0154,68,Female,191507,452,Poor,135244,11.58,12,Education,0,0.7062091725106654,0821d19e-e1d6-47dc-a80c-959368d87d37,4336,Withdrawal,2023-04-03,4,2023,7,P011,Insurance Policy,purchased,2024-03-05,3,2024
C0176,25,Female,23809,726,Good,57703,2.63,48,Mortgage,1,2.4235793187450123,59f17f4c-ad4d-4a4b-8d01-733ae3ff900a,3430,Withdrawal,2023-08-06,8,2023,10,P038,Recurring Deposit,clicked,2024-07-06,7,2024
C0199,70,Female,77697,628,Fair,136495,2.39,48,Education,0,1.7567602352729192,28142349-5e0a-4357-aac4-efe1be1306fc,391,Deposit,2024-05-19,5,2024,10,P024,Travel Loan,viewed,2024-02-29,2,2024
C089,38,Female,96506,364,Poor,74844,11.9,36,Auto,0,0.7755372722939506,5fafbe20-4952-4443-83b1-127c622c1edd,685,Withdrawal,2023-06-22,6,2023,3,P015,Home Equity Line,purchased,2024-05-09,5,2024
C0103,38,Others,181844,471,Poor,143087,10.94,36,Business,0,0.7868667649193815,8132c165-9cd1-41c7-b594-0b2ca8beb5d4,1368,Deposit,2024-11-20,11,2024,9,P018,Auto Refinance,purchased,2024-08-07,8,2024
C0154,69,Male,28060,648,Fair,30541,9.51,60,Education,0,1.0884176764076978,a1dda119-14b4-40e6-9f6c-737cbe44b411,2804,Deposit,2023-06-01,6,2023,5,P005,Home Loan,viewed,2023-07-12,7,2023
C072,43,Female,145502,310,Poor,121145,12.03,24,Auto,0,0.8326002391719701,2e563bbb-1243-432d-8fd6-501452f7e356,4734,Deposit,2024-09-16,9,2024,2,P024,Travel Loan,viewed,2024-02-01,2,2024
C08,26,Male,121972,598,Fair,204389,2.79,24,Business,0,1.675704259994097,ef68ed2c-7a41-4ddd-ac9f-86c33dfa4e2f,4344,Deposit,2024-01-08,1,2024,10,P048,Property Investment,viewed,2023-12-30,12,2023
C0164,47,Female,194339,443,Poor,121575,8.8,12,Education,0,0.6255821013795481,361d0401-946e-4346-8bd3-d957f2e597cc,1128,Deposit,2024-02-01,2,2024,7,P013,Bond,clicked,2023-06-19,6,2023
C057,46,Female,144168,567,Poor,237157,3.44,48,Personal,0,1.6450044392653016,d9e655ec-7c6b-4394-add8-3ef8d1bc465e,1307,Deposit,2024-09-28,9,2024,1,P014,Certificate of Deposit,viewed,2024-06-04,6,2024
C0164,56,Male,191273,438,Poor,142117,6.75,24,Personal,0,0.7430060698582654,b6bdd4f7-5455-4e12-b1a0-63c7577a7805,395,Deposit,2024-05-25,5,2024,5,P018,Auto Refinance,viewed,2022-12-30,12,2022
C093,54,Male,122303,745,Excellent,302594,8.65,12,Education,0,2.4741339133136555,0add2942-2536-42bb-bf5b-bb024c61202f,3791,Withdrawal,2023-09-27,9,2023,9,P047,Healthcare Savings,purchased,2023-12-11,12,2023
C0105,49,Male,122466,763,Excellent,482758,5.63,48,Mortgage,0,3.941975732039913,67681394-4ddc-4d37-bb45-90921c3084bb,3232,Deposit,2023-02-25,2,2023,10,P032,Education Savings Plan,clicked,2022-12-29,12,2022
C0172,51,Female,132111,438,Poor,149565,2.62,24,Education,0,1.13211617503463,c7f823d4-d0be-49cf-9297-42ed18fd748a,3651,Deposit,2023-09-26,9,2023,2,P030,Agricultural Loan,purchased,2023-08-30,8,2023
C058,35,Male,64379,531,Poor,94262,10.98,12,Business,0,1.4641730999238882,386a7507-9084-46af-abce-9a29839e8bda,3129,Withdrawal,2024-06-26,6,2024,3,P039,Loan Against Property,clicked,2023-07-12,7,2023
C031,43,Male,196519,807,Excellent,441579,5.93,36,Mortgage,0,2.2470041064731654,764955fd-7081-4f75-b55e-3ba1dedcecf0,1488,Deposit,2023-10-20,10,2023,10,P033,Wealth Management,viewed,2023-06-30,6,2023
C0162,39,Female,52025,591,Fair,128702,5.44,24,Mortgage,0,2.473849111004325,d9b0be4a-47b1-469d-86e0-81db01371a2f,3292,Withdrawal,2023-09-03,9,2023,4,P029,Small Business Loan,viewed,2024-04-26,4,2024
C0157,66,Female,187091,585,Fair,233772,7.18,60,Education,0,1.2495095969341123,8be2cc0d-92d6-44b3-8ce1-20ffe03b408a,2529,Withdrawal,2024-07-05,7,2024,3,P039,Loan Against Property,viewed,2023-12-13,12,2023
C0126,19,Female,179595,632,Fair,226385,10.68,12,Business,0,1.2605306383808013,46ce9456-d532-4571-b15e-b8da2d8d6c2a,2417,Deposit,2024-04-24,4,2024,4,P011,Insurance Policy,purchased,2024-02-19,2,2024
C075,47,Male,175335,824,Excellent,392605,6.69,60,Mortgage,0,2.2391707303162516,89aa2ddf-89f3-4a15-bf2d-9b9241f1e982,4238,Withdrawal,2023-02-27,2,2023,4,P040,Gold Investment,purchased,2023-09-20,9,2023
C0153,41,Male,196607,634,Fair,252810,5.49,60,Mortgage,0,1.2858646945429206,35a375c6-da8c-4004-8ce7-56cde803a542,3514,Deposit,2024-02-23,2,2024,4,P009,Investment Fund,viewed,2023-11-22,11,2023
C0174,66,Female,166268,588,Fair,244310,2.14,48,Auto,0,1.4693747443885774,bc7aa3d9-2773-450e-9ab0-7092158a7ff8,2613,Deposit,2024-01-10,1,2024,8,P034,Stock Investment,viewed,2023-08-13,8,2023
C030,36,Female,39059,313,Poor,13941,2.39,48,Business,1,0.35692158017358355,c12c3bcc-e914-4c1d-bf73-e54fecd23195,480,Withdrawal,2024-03-17,3,2024,9,P022,Short-Term Loan,viewed,2023-10-03,10,2023
C0155,35,Male,106669,686,Good,310279,10.45,12,Mortgage,0,2.9088019949563604,69e01d20-5e98-4c6e-bc78-11561310e997,1033,Withdrawal,2024-08-16,8,2024,4,P032,Education Savings Plan,viewed,2024-03-12,3,2024
C099,40,Male,82601,739,Good,192115,5.89,36,Business,0,2.3258193000084746,0832d82e-6a15-4af0-906f-5d185bcded51,1374,Deposit,2023-07-11,7,2023,9,P005,Home Loan,purchased,2023-08-26,8,2023
C089,51,Male,152739,773,Excellent,420461,12.21,24,Business,0,2.7528070761233217,bb036615-c54e-4567-b565-0f11780f2eb6,4025,Deposit,2024-03-17,3,2024,9,P016,Mortgage Refinance,viewed,2024-08-12,8,2024
C0164,57,Male,117976,796,Excellent,446133,4.09,60,Business,0,3.7815572658845866,65ad0b2d-ed3f-4296-bc9e-7c3049fd1876,1488,Deposit,2023-09-21,9,2023,9,P006,Auto Loan,purchased,2024-06-12,6,2024
C062,25,Female,78535,538,Poor,84782,6.06,12,Auto,1,1.0795441522887885,605700f1-ea89-4bb9-a832-a9ea895dc2ca,3613,Deposit,2023-12-17,12,2023,10,P049,Auto Insurance,purchased,2024-07-02,7,2024
C0143,53,Female,187358,561,Poor,228046,5.08,36,Business,0,1.217167134576586,64266a2a-0a5d-492c-b38a-02fa2c49dc93,4756,Withdrawal,2023-02-21,2,2023,6,P016,Mortgage Refinance,clicked,2023-06-29,6,2023
C0136,47,Female,111029,593,Fair,205904,9.6,60,Personal,0,1.8545064802889335,98191aa4-4570-4f0e-b9ce-a26caefd009d,488,Deposit,2023-05-24,5,2023,7,P036,International Investment,purchased,2023-06-17,6,2023
C014,37,Female,174506,391,Poor,108628,11.78,48,Education,0,0.6224886250329501,d0949ea2-9f64-442c-b202-3f33d0cf75fd,1656,Deposit,2024-12-11,12,2024,9,P019,Home Improvement Loan,viewed,2023-09-25,9,2023
C069,25,Female,24761,666,Fair,51641,4.4,36,Mortgage,0,2.085578126893098,132efd34-3d11-4c2c-a31d-fd4d57494dc4,920,Withdrawal,2024-04-14,4,2024,7,P036,International Investment,viewed,2023-09-07,9,2023
C0133,72,Male,41593,689,Good,178391,9.03,12,Personal,0,4.28896689346765,e7ecc0e2-1254-406e-9aee-f93706b81855,3452,Deposit,2024-11-06,11,2024,8,P023,Long-Term Loan,purchased,2024-11-11,11,2024
C0185,51,Male,161936,519,Poor,118854,12.31,36,Mortgage,0,0.7339566248394428,5ec15f9e-d2d0-4449-82e9-7c75fa319618,3019,Deposit,2024-03-13,3,2024,3,P048,Property Investment,viewed,2023-11-02,11,2023
C09,48,Male,58388,828,Excellent,288514,11.44,36,Personal,0,4.941323559635541,8c7f696b-5ee0-4d0d-b416-efd7a7b9cbab,2619,Deposit,2024-04-21,4,2024,2,P026,Emergency Loan,clicked,2024-08-28,8,2024
C0119,71,Male,160250,514,Poor,133067,6.1,12,Education,1,0.8303712948517941,c6e2c7fd-4a17-44d1-9235-540cbeed78ca,722,Deposit,2024-05-12,5,2024,9,P017,Business Credit Line,clicked,2023-09-22,9,2023
C0137,69,Male,170384,340,Poor,110434,9.07,24,Business,1,0.6481477134003193,b1a53d66-c700-475e-86ec-9470e0ff605d,3278,Deposit,2024-10-20,10,2024,1,P007,Business Loan,purchased,2023-07-22,7,2023
C0173,44,Male,152224,528,Poor,126082,9.81,24,Auto,1,0.8282662392264032,21603e09-54a4-419c-8a2c-26eb0d85030f,1338,Withdrawal,2023-04-09,4,2023,4,P008,Student Loan,purchased,2023-11-08,11,2023
C061,62,Male,113252,573,Poor,244376,6.54,36,Education,0,2.1578073676403067,4ee145cf-b4d2-4721-b0a3-551e43812ce3,4109,Withdrawal,2022-12-29,12,2022,7,P034,Stock Investment,purchased,2023-03-27,3,2023
C022,51,Female,173507,821,Excellent,363939,10.06,48,Auto,0,2.097546496683131,e2d4876d-a3f2-45fe-b09a-912fa9350a84,827,Deposit,2024-12-13,12,2024,4,P043,Money Market Account,viewed,2024-11-03,11,2024
C099,49,Female,28815,699,Good,74033,12.28,24,Auto,0,2.5692521256290126,c726deab-0dba-4f31-9c15-3a797ba81f13,4839,Withdrawal,2024-01-28,1,2024,9,P018,Auto Refinance,clicked,2023-05-07,5,2023
C098,63,Female,186439,693,Good,324723,1.89,48,Mortgage,0,1.7417117663149877,8a941453-8495-432a-bd73-53b492c1e185,1439,Withdrawal,2024-07-29,7,2024,1,P028,Debt Consolidation Loan,viewed,2023-12-20,12,2023
C0122,25,Female,28700,799,Excellent,143137,6.66,36,Personal,0,4.987351916376307,29570289-6eef-4eb7-836f-ffdd1f72dc11,2428,Deposit,2024-11-24,11,2024,1,P048,Property Investment,viewed,2024-01-02,1,2024
C072,24,Male,97486,368,Poor,86542,3.06,60,Business,0,0.8877377264427713,5bcccb39-d178-4362-a290-022ff616228c,1770,Deposit,2023-07-13,7,2023,10,P036,International Investment,viewed,2023-03-17,3,2023
C050,34,Male,102473,571,Poor,272756,7.82,60,Personal,0,2.6617352863681165,e4c73831-e8ec-434c-9069-b45675022c0b,1914,Withdrawal,2024-09-06,9,2024,1,P021,Cash Credit,viewed,2023-08-21,8,2023
C0124,21,Male,154785,433,Poor,117980,4.8,48,Mortgage,0,0.7622185612300933,7b17e41f-8b91-4e92-ba72-ff9be0b7092a,575,Deposit,2024-04-17,4,2024,4,P032,Education Savings Plan,clicked,2024-12-12,12,2024
C0156,52,Male,174416,814,Excellent,392389,11.07,24,Personal,0,2.249730529309238,878cd0f0-452f-44c7-8011-6b0629620fca,439,Withdrawal,2024-01-18,1,2024,6,P023,Long-Term Loan,clicked,2024-09-05,9,2024
C0143,46,Male,70030,490,Poor,99663,8.17,24,Mortgage,1,1.4231472226188777,d96ade13-cf43-420c-a69c-fdef1796b034,4936,Deposit,2024-05-24,5,2024,5,P009,Investment Fund,viewed,2023-02-05,2,2023
C0153,47,Female,188648,538,Poor,137551,8.06,24,Education,1,0.7291410457571774,33e0f42f-ec15-4024-a5ab-22d9b9c7b219,1934,Withdrawal,2023-08-24,8,2023,6,P035,Real Estate Investment,purchased,2023-09-10,9,2023
C0164,29,Male,178013,803,Excellent,444643,5.54,36,Personal,1,2.4978119575536617,e32348d2-185a-4dc6-8111-e6b2fe946471,3287,Deposit,2023-10-27,10,2023,9,P034,Stock Investment,clicked,2024-04-05,4,2024
C0147,65,Male,193203,363,Poor,142330,5.14,36,Personal,0,0.7366862833392857,54b5c577-1567-4d3f-be95-750c32f2bfdb,4584,Deposit,2023-11-12,11,2023,7,P018,Auto Refinance,clicked,2023-06-15,6,2023
C099,31,Male,129754,703,Good,303085,8.58,48,Business,0,2.3358432109992755,49614f4c-1ae5-49c6-99f1-3b9dd44fac44,2173,Deposit,2023-08-30,8,2023,10,P044,Insurance Savings,viewed,2024-04-10,4,2024
C065,66,Male,170129,847,Excellent,389598,10.34,12,Business,1,2.290015223741984,790fbb36-6a6d-459b-bd6b-6b363aad4f92,2187,Deposit,2023-03-21,3,2023,1,P017,Business Credit Line,purchased,2023-07-23,7,2023
C058,32,Female,111052,451,Poor,138967,12.32,48,Education,0,1.251368728163383,7e7368aa-8ca4-4a44-8a97-ad28d58a049c,70,Withdrawal,2023-09-23,9,2023,6,P007,Business Loan,viewed,2024-11-07,11,2024
C072,24,Female,104265,801,Excellent,494929,2.27,12,Business,1,4.746837385508081,c40561b6-540e-456c-98e5-49101fea3034,186,Deposit,2024-07-09,7,2024,5,P046,Child Education Fund,viewed,2023-03-27,3,2023
C0150,68,Male,152533,448,Poor,111683,8.21,36,Education,0,0.7321891000635928,f4be0dbc-9158-492a-a2a4-237c454e1124,2727,Withdrawal,2023-03-19,3,2023,4,P028,Debt Consolidation Loan,purchased,2023-06-15,6,2023
C0154,64,Female,18308,698,Good,61398,6.87,12,Auto,1,3.353615905615032,c2f4de77-a7d8-4c37-b9db-e80486d40feb,3433,Withdrawal,2023-10-03,10,2023,6,P023,Long-Term Loan,purchased,2024-09-01,9,2024
C0200,66,Others,110318,441,Poor,111046,3.91,60,Auto,0,1.006599104407259,efb98f7f-8bc6-4068-9677-cce92a213960,3409,Deposit,2023-09-03,9,2023,6,P012,Mutual Fund,purchased,2023-05-30,5,2023
C048,73,Male,30388,315,Poor,12806,6.95,36,Business,1,0.4214163485586416,1eefcc67-7560-430b-8ccb-6a339844f633,345,Withdrawal,2023-06-10,6,2023,1,P018,Auto Refinance,viewed,2024-11-17,11,2024
C045,55,Male,137697,701,Good,293855,2.01,12,Mortgage,0,2.134069732819161,e487f734-fb1c-421a-9163-31f2163050c3,72,Deposit,2024-02-01,2,2024,3,P016,Mortgage Refinance,purchased,2023-04-25,4,2023
C0128,24,Female,102980,641,Fair,268767,7.2,48,Auto,0,2.609895125267042,085a6432-1e6a-4be3-9d3b-c27e136c5730,4894,Withdrawal,2023-11-15,11,2023,4,P037,Fixed Deposit,viewed,2023-11-25,11,2023
C054,35,Male,92848,591,Fair,117779,5.95,48,Auto,0,1.268514130622092,1770a98d-a761-466a-a277-1a68046e3390,4494,Withdrawal,2024-08-06,8,2024,4,P024,Travel Loan,clicked,2024-10-13,10,2024
C0143,20,Others,32814,602,Fair,38996,5.65,60,Personal,0,1.1883951971719389,a232ebbb-e658-4030-959b-0597ad7769b6,1521,Deposit,2024-09-04,9,2024,6,P009,Investment Fund,purchased,2023-11-21,11,2023
C052,19,Male,19113,469,Poor,10523,12.42,60,Education,1,0.5505676764505834,867674e2-4914-4023-bec2-c89c57531887,4329,Withdrawal,2023-05-03,5,2023,10,P004,Personal Loan,viewed,2024-04-01,4,2024
